subject_id,gender,height_cm,weight_kg
UQ2GM1XaDd8CXhISjirrgITujA48e9-JNBkpT5crPkM,female,165.75,81.35
jZ_TZuGXQhSV1FrFbgIjHBb-F2ze5pZQTjaO46_PZDI,female,161.5,78.5
VdlO5OvevKp6LkWjHyDKuTOZ2LTdcB0a8yigC5evDjA,female,177.5,89.1
9M8tILHpx5CTackWNzCIbIj0IJjBSpN7nG0btn5QAoc,female,162.0,78.7
UAE7Hyh70ooJw9sM-KQdlQNz7alojnEAxsOlpFU-UcU,female,162.0,78.5
7ZYlxTERmHBIDp2DG-eUiSEMowbgMvn47rv5cU-lKMs,female,163.5,79.5
WQCNmdegEjLJopGh4wnLhlB59ODC54Nioo42UEKXxSY,female,158.65,76.2
WI1vl-ZFYxHye2KnzTcSJtBF-i2LXmzx5-qrdr8NSsY,female,180.5,90.8
NeyszvHjJ3aJ--cxUOQR12-MFqZA82Uityzo5zWJNRM,female,167.0,35.8
oz15nKHCHoQdBfn6TI7s2hgG__qe6NVVjwNYEKf8uLU,female,153.9,72.9
IsQFJLfyQDwpkDNLiJ6IBIwizzxKW3YAzl_4qgPap3M,female,165.0,80.2
uicBrPyYRi1_A7BeIUg6-tDnn2xFKcLQ1QNKXW341-M,female,165.0,79.9
C2_TbTQS8mt1iDuch-2UdIl07Aw7vZ9jqRFmU-5u0Ns,female,164.3,79.3
qep3n84aaCKasBgO2BeR31QM8ZpVgzLqezLOAO_k3tU,female,173.8,85.5
59bc276b681516389ccf4751,female,164.0,78.9
ZG-ukcsU--7WfpbWk9E54gMvxvEt0zSUy_EQB3Lsivk,female,156.55,73.9
VN8XgNOE24ghLuTPTSjPZfsE2oAJaUvwNmHUCehe7EY,female,164.0,78.6
59bc2764681516389ccf44e2,female,165.4,79.4
nICeaDBtO_qgPeDvXMpKKieTd16GzfPSMb50AhP5828,female,164.2,78.3
rbqXSO8r3ptq7WprPA1JX6__MhYsUVsfts58LQjoBfk,female,158.0,74.1
w4QLak14sViFntYhExx0tM4wy1u7Gp2VWqSbHOgO_Zc,female,174.0,84.6
OSK2OpdvdiHXzX-5IyZVXyqrqIC4TbkGTeUWo2A55jY,female,184.5,91.6
hHL5Lxcqd34jCxO2g45S16J3J9dqVWxJmM5B0HEmULE,female,164.2,78.0
0qRH3UAnRSlRrPNxpd94zBYVRZViXIJ98JiQOkF9TOY,female,161.0,75.6
pdXpp5PYFQJ7GLK53JO7ASvIMtofhcr8LJNqMCS4YWo,female,166.0,78.8
Tmr6CYfbPz6eFTe9n_GhgP1TyZ9sCQryAXkgPFrO1J8,female,156.2,72.2
2XxoxDTOvtuoTIbSfRRHmzG621PArvFXEGQw7eLhTKA,female,158.0,73.4
q8H1M2ZEMD0L5qVG6bYCYULEM9nJ1AnGfSwVD3ZHqzY,female,155.55,71.45
bj-RhGWY5BnTcaxjvNYJlI6BlEvTlAdZs91pmyQSn4I,female,172.0,82.1
tnzCZ2q_Aej8gIWj11YPJLlkCDOEqmDvuLwqyliQL4A,female,179.5,87.1
MjymGihCG7nyeic8DITCiZw4B1jxJ3mfz7RoNe_CpRA,female,162.85,75.95
v3PCZT6uKPNea1CY7sdEt32T9eMiuouaGXUx1nwp134,female,166.6,78.3
ZU6-LyN0O-VeCvbPNyuqqO-FrAolF1beJ0mq5F-Xzq0,female,151.75,68.75
NHYTWvYxeqGl68vqemGdwryhfk8YKDAAT6yHGpcYTMU,female,161.0,74.5
_ZbrvhysbFi2QhwTKJwqtb3t3zwDDiMYC01HicsFUWU,female,163.0,75.7
EApSPjEmc7qb4yp3y2p50Xiv6LaNsRds8TwVXx8h_6o,female,162.0,75.0
SGYSr86YAIQ-rG6imvNMUUDbP-rLA3m8pglajFBEf7o,female,174.25,83.1
3k47JvUqGCbFaJgJEhEiAhXxa5O1yS1Ms0w94x02iI4,female,164.4,76.5
f2UZJQyHw_NOKUw53m3X4NjIFZRCHcWTZ5MQZwdgCQ4,female,168.0,78.9
L8AV1kOMRp33zMsQyVZeFe95-Hl09uh5wFdYt4BRDZk,female,159.5,73.2
pgzn5uA5mmZ0azyffDXXtJb5jnJMN_NeZL3kbGoCnvw,female,157.3,71.6
ahM-DNugLEwCHl26HWvwVtvrNnBKnV_YqWeKXVgOVpo,female,147.0,68.3
Nd9tQGPzZWHmXztXwfqP_CNNVoQ5a-YgEhcOnNMObTQ,female,163.5,75.6
CM-k2sWlxOSS_H9bXQ268_o8gAVOdk6nsVPBJyWO8rM,female,149.6,68.1
-cVyBck9teEIqY0XFjfj5XuSX-RPHG8mWNFEaP5wDWE,female,156.0,70.5
8OKqZDzQXThKc8E4ithqthMcYG2HxoGCezI_x1gLif8,female,162.6,74.9
meW7irc04rTSjma1qnGWxm0czU9rn_s-d2g8j1DczZE,female,169.0,78.9
enOqRteWy9sBYoAJJFatZC4hglVw_YtG_wRJ_lfJp18,female,161.6,73.8
8PK-JTZ7W6YcmAysOpC6gylBq-f4mjEOjxG0eDEjonk,female,159.0,71.7
x1f2s_UJaYPGwtUbwUWwA_KRu6TkqUbomKd-l04lF2M,female,162.5,74.0
2xxiZFm5qMJAVTRt3PwYFITQtRxLUHetHmjN_qp4D_Y,female,156.5,69.9
c2B5JStYPEIlJ2AETYXBTXjztLgcpF1YZXsbwBJ1fuw,female,171.4,79.75
YdgaL6W4QcBWv68YQvn23Gf_BRFXHfgIhuabwIVr6fE,female,167.0,76.7
95QV4fp-kUUuyLGld-fsc9qz-gsgCyECvI6vSzZiqoM,female,156.3,69.5
59bc2764681516389ccf44c2,female,152.0,66.8
YzN7_E2tbgGxlrCU1ZDHJw9ylm4CpIRPmr2cyPHkl6o,female,157.5,70.2
QLWl4hAxVhedj3BGM7HyF5my3GJnKsXc51wfIX553Qs,female,174.25,81.4
_K5muTPRIwizO66b3dVSwsue_HMFWKRbct0hGMlBfHU,female,165.2,75.3
ovnBSPqpMWFe7XvT7u5nWpfi6FqnMUN45JfWEPw5ieY,female,149.3,66.7
gUk_2kICkEADy9i8itZo5qQ5UaACL4vcexkA8s-cnzM,female,177.3,83.3
HJgSywNiNKZPY048xDEr1Y5tGGATF6u-XsTas7G4AkM,female,159.8,71.5
qc3FfHbr8eUQpyG0rmJ-RY_9IBS_Y5HiPO6S5hmvdIY,female,158.5,70.5
wwRfbgJAoL-ClUneDMns80rl281NIQN8Vbg9gKbz68w,female,155.75,68.6
QCS_XzowNPVZ6LaRgVS6VUwPbRWnZ8G6G8Jy4ABnbFs,female,155.4,68.3
sbQvj1s6jkDVhXgQ-r25lf6vvSl0TrHiz6OjVrWpd9g,female,175.0,81.4
3sB6D9ahz7CjOisVrAIJNqpEfD1lfw0Rb8mSijk1xc8,female,164.7,74.5
-c_G-UGrzClrDaGeYF9dAts4LHTS7ucdaBFDpn_sOE0,female,172.5,79.7
vHjdwaRY5naOAXKux5fSUNFfUgRqIqfRUXY8v35nVaU,female,165.3,74.7
59bc2765681516389ccf4510,female,154.9,67.5
iVZJ9LLOQ63cM0IDdxu91zkaTJ0XhUPfIvP6pWpttcA,female,166.5,75.2
1URL293v7fRtwuqARugrJik3jCDPz73GZIcPzdhd56A,female,161.85,72.05
ERgXhIP8ECRfbjznIweOW0N1ebpTx-AcczTw2U1joqM,female,159.6,70.5
YmnKabDNETBQrZXEQj_XU089YldxO-iwR9fNSCDU9Ig,female,160.0,70.7
i5alF92czhmefg8Huuwf-PVqyc2K0YNqgyQNP4sKMPs,female,173.5,79.7
k1ak5kJA8W_T3qmJJva8VQBsV4oCHmWFj_uaxq9zE9I,female,159.8,70.4
CCHsOEZmSYbVoB3ecu47M09hpz0wKo9-Pm2qTUlzAJA,female,157.4,68.7
k5LWbctDJYS1eaO_DTHL0-AZhtik4Xcs13GYVAXpj5s,female,159.0,69.7
_VOMJJoBpojhwpaLYWGDP6-nJ7byGx6ESNSn1vh_Xyk,female,164.75,73.4
HIVFr4flHT5mIj9iFPzrQHaYMNLObgz2cUmp3hd8Re4,female,162.5,71.5
os8rca5LifuemvkzoB9-axuU67-vtctY_IUwtoC3oQY,female,175.85,80.4
WnZKFDS9gUiYrJqouYB06J9iuJMktVcAU08SLCFahuQ,female,160.6,70.1
uXi436Vjox-vnD9lTjC-PjqqrwtRzTOmhLa4bhkuljg,female,169.7,76.1
kudcSOvAnm6tS_fEp0t7nRXTS4beirgkhdIMB6YNHSo,female,164.7,72.75
U9zvsIGhLB99ZZ54-NosYTTsxb9HOdvgcAIR9Hd0Pxg,female,172.5,77.9
epRvNO5VxduN0Jq6Rmz08wIpJyFizXVYOM-7tFJTGOU,female,157.3,67.6
9d25hpzM5Sy8yAUwZGwrN9NhmV1ZZjI_2YxfvF4A8YQ,female,152.4,64.3
___N-yQ2K98VMoiVyAIsDEB-mM-r-eIaMuX0ihKxeyo,female,165.9,73.3
59bc2770681516389ccf494c,female,166.05,73.4
uhpH2ejZMnSrQig1lYQYnAR1oADqLRP4gk1gxc7uUVg,female,164.8,72.5
1EDRp_apkqyIjHTghIXLzqX30_MDFtPqhAYeUyF2tL4,female,161.0,69.9
asvnnWHmuQD7uWcz24d8iuATkuH7HrdUgv9un6xmb8M,female,163.9,71.8
5a1c3bd3e7cb79000482763c,female,174.1,78.6
croSqECZMhZcVQsRyX4yRDtyImfD-P7uDuvbaNo08hE,female,171.4,76.6
jHGOnglb7tVQ1lpD405w8reX2c_i8g927RPa5t3dJgA,female,166.5,73.2
5jRtkerX_S4OdzjiEwlCW0fFR9v7AclSRaXaHJLKEiM,female,156.1,66.2
59bc276c681516389ccf47c9,female,161.4,69.7
WxgF-VrsRPvUJAT1Zf4iKHupnntfcecT7lRCbzNWw3Q,female,178.0,80.8
8_NeFeMY4mHqhfRnmfSscbTTByzF7e5kO78ewuBIvtg,female,171.0,76.1
yNUzyGgE8w454leAPUJyfK-QivWU01bhmGRzYivMA_0,female,161.5,69.7
77csKdLCSitYlRyQ52C9fvGmti-1sM6a_BiioTn20n0,female,172.0,76.7
AQaWg3TKMsHldi2NRDqm2W6mtwmAyo-MNKnIYVt9Cjw,female,158.9,38.8
M4CDQ5dw5yfMbxuejEOqxuSzEnV459VW5flcUAFQg2Q,female,156.4,66.2
iFpd5co3UXPjUAe6mbPsoFh9aAhq2rYS3p58myDMEPQ,female,152.75,63.75
szjnIheGm31ZBT1qQVdtNiD8j9DEbpXX49lUJGGoy70,female,155.0,65.1
YNozXLwjPy9Sdb5-zMK9U5XVCoQWjPM-HJT-pJAVCjM,female,164.5,71.4
VbArPJgfiazy--dHRifBZpNMtFsJ4sL_Yb5YGRMn70E,female,152.6,63.4
jZSnwhgdKrST_LKPrB_mkjQ15fZqihhPOuMmXtQPGlM,female,186.4,85.7
YvYK1i7nQjZwJgogdWxaua_UVKjXRw5cEpR12I3i3XQ,female,159.0,67.3
59bc274f681516389ccf3d08,female,163.5,70.3
22ECz4XgvzzUy8vVo-peN9oEhJiOqZo3QwBBuIpNyqU,female,164.1,70.7
59bc2763681516389ccf447a,female,160.3,68.15
cegx8Fn3pezIoR4wbP37mAbFvOYTTx4kZrcNnq73cDM,female,158.0,66.6
kFQWHdudWw32Mboxwem7R_l1Ac7AfRDq8lXvnYA85hM,female,159.5,67.6
I_t_iHa3Pb9mihi3932MMvmki-Gs31ZOj0CiKO-Dw-Y,female,165.5,71.6
Vf7Yx7KhVWQ4JpCSpF5g5eBpDiVa3guZqMhUyzJfvnA,female,160.5,68.2
7on0Aq8zXDK44F64ewSKeu7qCBgj0BNwUKgIl7UlD6I,female,157.9,66.4
me6W9DDi6oFf_-XnSWBG6DodoIp9UmCyc4sX73d9NUk,female,157.0,65.7
_UYFK5WvPa-P2sVlG6NW-1Y2qvu3qWvmiJerfsvEcuQ,female,167.2,72.5
d-D6hRvXeP68ivQLxyl4KmYSzEyzUS5qcqsxrfwl_4M,female,173.2,76.5
aLu6gFXmE9MOBg_BCBJk3IrcDewI4c1P2Nzs5jCcxHk,female,158.9,66.9
6DygBssi3bh-0jbhhfaeZGOZwojzTtHGQW4mray-UaA,female,155.5,64.6
bKG2xwP1AuFbvdV60lDpmzX4eLm3aqfkBXsNxXa5pvY,female,168.65,73.35
un8lHY8pzv7e8SOSo44QLNdPD_PcMp_hHnBEvkCNALg,female,168.4,73.15
_Zl7SW6NXxa8ZF6BALiIQsWPGrAHlI7HP-jlNJJgMDs,female,183.5,83.2
QeM2XorlxNq4QlazMs-7rhh0gSmxLTaOiQHR6S0dxxA,female,168.0,72.7
AVuZ9mUs33ut1kxRBTAy5aqL5sjjBnIieerhQKSVEN4,female,162.5,69.0
IobbStbutxAR7KpE4p6lisXd64G60dx3H9W1Wa4_8I0,female,162.6,69.0
ltfgjZ159mAtD6e8s-nXozz-iUWaVDJ0WrHt8ogs4aM,female,158.0,65.9
ZiMMtSacpQgQIoioAnwWWaVRYuiFo1DJmxIHJNzHTow,female,162.5,68.9
VcmahEYVpQrUE-nues0J-16TIGPVG1bCIpDG8YOLRSI,female,157.3,65.3
kgpXTC6Xsq50_lio5aem8f1QeSKqK_A9n0inA-1A8B0,female,169.8,73.6
18UYtlOrWXTtl9rdyTZn15jBQQas9SHzofFmCJwC3Xw,female,159.0,66.3
THEwqU40js1n9THdzHKyVX6jgnrohfzOOWqALF-UYFA,female,159.75,66.8
Oou9zXqnLOriTu0LP3ndMcnjJTQb2i5674RjAxO-t7I,female,153.5,62.6
-sHYg3xM3uHrzxlrZ2to6JCRvfCROFtdR8BoEarbu0Y,female,175.4,77.2
AWTr9jz168GTtnjbrdysCTk07lCDRKt7xoyPExsYJbk,female,160.75,67.35
C4lhsTVb9LE9gZst01WWtbVCB6yRT6AIZlzghAXpFaQ,female,155.0,63.5
YyjnHZS606s2dZorhsH75c7VXJCLRZj-cB-4GLn9X90,female,165.2,70.3
1wP6j4QiFLHGuLAm_s4df3xbuRn7c6TAX_N415huzDg,female,175.0,76.85
loDW8BPQvxL-u20OmdRtorKTBUD3qagDBzTDsJvnZTs,female,169.4,73.0
tb08T2fxSToJ6i-7Xh8ezs1aDkWoYFOOSqqI7AVSUQU,female,146.2,61.6
GUs7AZWemh8euI1tdR7BnHQ3M_zQO-TpuTXgcj2YENY,female,165.5,70.3
no9mEnb8NFxLiMBVByg8fUEehgDTcxNt4M7NPIi_gVw,female,166.55,70.9
WpGCuir1SZ-mwFiDAsTdaB-71ihtRn5pHJ3Xt9Iifi4,female,168.9,72.4
FtkKahQT8PBxplm9wrVH-dSoQTvozlx_jTfWxbcWQnA,female,172.0,74.4
olebiZEFHBIYnjmdGYj2D11Xweg7woG3LoXZ3xeSfIA,female,164.4,69.3
WfEyscr3BgX5veF7fb5Mj0lfu6YSDsZGL3GwPMuVyQw,female,153.0,61.6
CPLbY6ZD-pyFOqduSW9IFPmHCFn5PSATTg3653t9Dbw,female,169.5,72.6
_LTk-GvAMkoOAvMETPr_kc7Yn_IwlKCobBCXFW3NxSo,female,158.0,64.9
H5bknoN0C0lLje6-NMuSk0boQrWDmbQjhK9OdFBs65c,female,150.0,61.15
8Q7D5dDdthAM7BK240hEoUVK5Pt2vt4sAYCjNn3e5i8,female,157.0,64.2
qO2JJJ3Ee8e_vihSLCUd_lLPfQfBkBsw3tFVMmy94MI,female,162.4,67.8
E7nVTJrt4u_NE0ng5HgEB-JnAxOzuZvzYqwUfliS1Yk,female,159.0,65.5
w76W76Ab73IGN31Vw6kDRj-8VR_KOJsTO-UW1jFFRZM,female,163.7,68.6
OAbrCqaAW3pJE5CZ4IQFZbVuacN5J6rhE7eBJqme8HA,female,172.0,74.1
MRRpwL1LnxGuSlgB75qZkvbiwBOg7an478NWRRJhFZg,female,164.6,69.1
lYIW_RGcYd5D7RCfzAn0ZadwEJnbSCD8p-_uq8W4-8Q,female,164.4,68.9
bzAAtfEYTvcUwHDx_a0yjF5OQfTSli80mnRsIYujCns,female,161.0,66.6
9XOBx08BW9pET4ZXxgXqQtDDuEo5bdVjbEiOOJqJ4_A,female,163.0,67.9
LhpKk8JN769XdQ3ri6vIcmu9Uu2zEIgxyqbrDnHLQD4,female,159.1,65.2
8lrTWVmtwtJGPW_DSzp4TFHjNcFRAs7IJczSOvygXpI,female,156.0,63.1
GcZhyDSNbtxmLBhHArlnq9FFr5ZheFVWdHOuOCSmcEQ,female,151.1,60.6
B_HmsIJRHhy2Nz0cI3egjmWuu1BAEsxE__E_yjjxaXg,female,180.2,79.2
F62bkPo2vAFFkdRq_QK_2Vez9YTohUvOij_OAnI7Ysk,female,161.5,66.6
Wd8nygvDtDRTxX3Jom1rKIp_h31fMc-Yo7UueR_elsk,female,163.0,67.6
p9UBBzONdLw1-ebQJIVkn4mDOHLN0qQx1RnWnqksvu4,female,164.5,68.6
ylydQRqBfuQBAQhD2gWLuWSASwd-yNHmeB7ptrhMz5k,female,161.25,66.4
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,female,162.0,66.9
C_1f3G-Fy_rRM0SHkTaT_pe2C-1nph4BWwNGS3MueH4,female,173.0,74.15
alqJXcX3mknvjkZRqUwW2rl3GtU0acNIHRLdJ5HpROg,female,157.6,41.2
LIZFonGXPE6zHm2vvXFEn-7NojsZnLo5XQxnYr1eG9c,female,179.1,78.1
R2dKfCDJQHFZH_8b0YP1p0k_uYowFNx37BmijYalB7M,female,154.0,61.3
Ivrs8ftoE3vUVDxW8ck98It03rOa_Dv5WI2KKizXFVs,female,157.0,63.2
rqtGE9A1rD3A4SmA9Yqwi30ipbXcpspJpBDoRyiBUR0,female,170.5,72.2
akyAS_GhX2cXENx2vaAIO6YpIbz0uleQzFh63PFBN58,female,168.5,48.7
Jl7P3QEvzUYthLKj4GKVLYxq4aeEPTe7gpr9L9XksqI,female,156.5,62.7
q68ers8KpX1SPgX0jbGF-cK0SOLGfikQ_tJlyhVGO_Y,female,154.0,61.0
GpkhlpuszLjuM1kxQYLm1dTntansHENN0m19dOGMrZE,female,158.2,63.8
3IuFMuxOGgrsnMzvxLln5FuovY0dDmgrEjYVS478NbI,female,170.5,72.0
59bc276a681516389ccf4711,female,166.1,69.0
kyz1oqvKhlrRuTU_bXVI1qgTBQkB6FqPDJLRCm7WysU,female,184.2,81.1
cpO6yRB1L2n-PLWT8a8Dlx1fTqWZw-KVtRFn1lkoYHk,female,152.0,59.7
UZdY-KuWhdK1t0H-PbopQu2nhsyPOPXHt70KLbsf5P4,female,163.5,67.0
UWASPgFJuSCTGcnhDbYA1z5msuGUFK9E6KGdBVxT4yw,female,155.0,61.2
XAzH8SCVMskROSgnRfbBEfk7xKkGQAnoauOQ1QfPFYg,female,158.0,63.2
g6Hmr85PdUW_mFEj4Z6MvlTH6rz548RNd8KDtX7k0hY,female,163.0,66.5
59bc2765681516389ccf4523,female,162.1,65.8
M6VgD6r_83GpclmUFF5AvByf2g0vZHHJ4KibcKPUz4o,female,167.1,69.1
M1muFKjSI5wj9-wBh5LrgBgLuujJ0hpuesndt7O2Xf0,female,168.1,69.75
5gfj-28LyuYgH-n7VKAyoMTnOYZMpyrEX4-r7kMpPUo,female,161.5,65.3
TJjX3J-3iPEpXzXvRTGzscpZesSkq8B20bxBlVHSY-0,female,178.0,56.0
BNldbDpAydeJs9HMe4pjl5PF65x7iRBWOhN8P6lTKpg,female,163.5,46.3
R2oQsZsj0aVNB5JF8rS1AwZranVfJ3b5YWVVZ1etG7A,female,162.5,65.8
59bc276f681516389ccf4892,female,163.85,66.7
hi6qlhy777TGbwo57JVAK1IwxCpuku2Ks7x4qbVzvUM,female,157.0,62.1
r51xiWOSHi5mURV_03yspWiI8q1wvlXqwlVn88NNcb0,female,171.0,71.4
C0rmfpGsQBjErdJrkM-Y1_LWHu1K4s0L10e3BfcR66c,female,165.25,67.5
YwW6NRscPkhUEJcdRaXcc4IPtxUnWRvbayE_BzLpBZc,female,168.25,69.45
B1EmAqa-3fmzu1QK7URXNIRTDCHrCquueFZNV7V5MHY,female,151.0,58.8
