subject_id,gender,height_cm,weight_kg
N8lTUHTD3JXcIQtTMNKhmzLBPajzI8tqLo1uJUVy_18,female,164.5,60.0
hdX0tCobySqi8hLYy8c_K22HD7YBC97Hx2wkqA0MrF4,female,162.6,57.8
5TJEjrEATRi6qua4FW3KsC9a34Nf2JWV572lOKqWItU,female,163.5,55.7
OMKVe2JAZ7Omn-5otiXCiiYPbwdWDvNXUHHhEkTKN3Y,female,166.0,83.3
59bc275b681516389ccf4138,female,162.0,78.0
euYIzweveWQR2YkbEJBkSeRsOXNjePkXxNQdCHVc72Q,female,170.0,90.0
I7T7u9B89_G9v5RY380Q3n7yaScyr6KVXploESnm1jE,female,168.0,62.4
fVpAG_A95WbhNPXy_ucAI8OZav8gPuR3XNf_g_fvtRU,female,155.4,54.4
uAaeY5FmyJfEpMHU7YWHwciwCnSDkykg-eN2dn3mgEU,female,169.0,61.09
ywxDJa9T9e9-ISArokH6itc4fwDRTCLuOHLZzOS2Tgg,female,153.5,44.8
0PghUpgAgKJiVgHZpWydh6WqIYKYTlzV-5QR7eSR318,female,155.5,49.8
qFzAW1qkXMC0OZfRr7LfqyUx7Rea3XaF3s4OyyAW_Ss,female,155.5,50.3
xxc-j-QEiwIlUhhugmK30VWxX8bhUMSvtoo7vpST4Nk,female,161.5,64.8
Sv7G5bjjzfSMgaP9mI0t7tlPxz2_X_XHR2pHH5PfgIw,female,174.1,70.4
FNC89HJ3V08ITqMLZJpnLnYKgpUrhFt-bf3l7lmlXCg,female,160.8,62.4
0ix2B0qPwwgPAyBJM88yn6Wkhl6oLxhlUGOkN8jpt9c,female,149.86,49.44
evD97JVk2hX0oa09ckL0at05ZUtRrlBG_ynLaE-qJAI,female,170.3,58.1
6hDHPg9Gl4xq_yiwOERDmD9yYMRDLE9zTuXC3-G82fo,female,161.0,64.5
EAWw2QfMPSiBeTdY3qxp7D4IFYFNzY8JgfekYkA8xMc,female,157.6,66.8
tGS2BVEi9Qo6wt-O3AYsb5-CTHP-rcDKjsgQTKvBLd0,female,160.5,54.2
8VDPJXsMB2HMFf8Q86E8ZD9Lc-r4VjBM8Dh5XMLe1iI,female,167.0,102.8
v1lTWJL_fmILp-MVCJP95ti6NQ6HMkF3JDH_4LhCWa0,female,160.0,63.1
Cnx_3RZkrvCxS-9dQAN635WAesZY1gjRST5V7FYWUS8,female,147.0,48.6
0RRTDLueddykSM_-MbQYeCfx43VR1uf19kN8n6L7sJA,female,164.0,77.3
6NGuzk2gwsmfRtM6l2BslVzfLrLy6eGSfWYT9cJ5ZH8,female,157.5,84.7
C_wJrNOhIWpaja4ncvdVenf51_qIKag-7RRYByEfvrg,female,151.5,57.1
KSnPLyfQjUzB3cWfhOb3cD-qbINpzoWJLe2A_lNbx9M,female,156.4,50.4
sKLS3PYRYIwRlNcVaVcyt5PFfFFxwXUV67O704IvTkk,female,152.5,55.0
oltX4f-GEqRvJbjI2lsfXavAV39ZVaGlHOsn9S8Jdjw,female,158.0,50.6
pPrKlT41Yvd82NOaN31WwdTZwVaTuDttLgy6FmMzRAM,female,164.5,125.7
keIXnzG2_SICqPzhM1RpNigNR2A483pLl3s2E0CGNWc,female,161.3,68.4
ukeiRGOQVbel106MYzhFhhyhE3iWMsb6ShJdu9avS14,female,155.1,52.9
0QW7SNzqmRooRGXql2nRJG5HmfgDtvxaxDcovjh9DRQ,female,163.5,59.3
5NEY_5lj3LQcxtHNYCjcqS5vMJ8okWrt2PkRbl8SWfs,female,158.6,44.5
vkFxfhTE30mCmnR67HYRg68RqO8ijppJdNDL9bVf05g,female,160.0,65.3
FlJ6-rg-jFweEckuyjjAv8WKCUezmttg_udsSCjFXdg,female,160.0,56.1
85pSx8BihvIFzHAXyo4UIMehELIu_6AmakzM7CzmVHc,female,160.0,68.0
vpjLNAha8VZXB2W0_4xNRPpNwYXjGJpj_nTPzMENOao,female,166.0,77.4
WY-foI1UM6dkA9wWSrOccAMQVbZAC2ay-PY6HNyK3LY,female,165.5,131.5
d9tIaDZjr8t9DJAstEk0Tx373Ni-r80URAlZkLsDGr8,female,154.0,43.8
aaPAdgM3VmDUi5EFGFCWcT-uycp-3pjO77w937DNDZg,female,168.0,74.1
59bc275b681516389ccf4162,female,164.0,127.9
ela3K7d9qiwzugqKZNlQXf8SKGvTCYN9Uwoj6RdRDBk,female,156.0,60.4
VJZOdVq5nG7XxV9OSj6ZJ90OTwNMAM_rdMZw4vpw0T0,female,171.0,66.3
9WqMFHDk2TR3-oEDL4YXL_OKUh8OpOnILG4cBw6JBdo,female,163.5,52.3
W1DhwegBSvAsBraLd1PNtjIcXFSHpIyVr7-PrEKV6BA,female,158.0,60.6
U--TFVlYwMGzYt80Abyn0wB99EwmbY0gcga35WEQ1fI,female,161.5,58.3
uf08nHj8NW5bU1jKEJqScNvFUONolbU1e2GOkQbJx4E,female,157.0,59.6
NstLEdWIquRPVL4FtyjfQu5cMWSx_896oZSU_6cMdr0,female,164.0,78.9
59bc276e681516389ccf486b,female,166.5,57.1
59bc276f681516389ccf48b0,female,159.8,51.7
K7M5hwCYRUP6JUGRu6Aw1aFFUr8hxcc2HfxvINNgM-Q,female,160.5,96.7
g5dXQOee9z0ycjenYwpludqK5JBLEXxA3VAPP7S9jj4,female,162.5,77.9
k1pRntj05Wsoev_SLDOZ1d6T3f6RuQxx3HxHNuy0Dck,female,161.0,78.4
SkGkB_nxSWIrR1nPm021UAlPqKb-hUSVnqNxf5DZiSo,female,168.0,62.8
p4x9jFL_gMbiDN8z3NIPNVSla2s9y6SEnQh8Z3d2-tU,female,170.6,106.5
JpAYFyDkWKxxJ_CEJLW7J6pAHNDENq07_NSFgTN2K4E,female,152.0,49.8
jpCMhSbmRPNpbDdZdI7hZd8Y9av7i5cn29ylTCJHxfQ,female,165.5,63.3
PMRjxBjzHBVxfATw1fX5GG8Ksyp_7BkqdyWaDvho-tc,female,149.0,44.9
UGy_sdIHzARXHIDtWBw_lKvsTzj4WHcobmnJRQ2uiw8,female,162.0,64.9
b8lbSlmABHQ3WjdWXt7FDitnjCHBSkUz42oLXRqu_DU,female,160.0,53.6
rVgKz6uA6gO8wmtxkY8oU3Fe3k6OHDOAhAPbGVpY32A,female,167.6,54.4
qY9aOKuirc4g-3LxZYZYvrZcKyGaf2iX2SQOQPoVdmg,female,164.5,67.0
DL_WAdynzJel4FVSUAOJqQAjVrOc_Me8LZa4al2ZqXE,female,167.0,60.2
f5nHfVaq9zhTSzegIjT27PK43lmiUeYo9CKJ4xLmsMI,female,167.6,50.8
KGzJCosVL4DMUh9g-nEl4D_7TwPBCQ6hipd87aOxtWw,female,158.5,62.0
CE5PaY-_MjLeFzqHc1WwCbJjCAM4xva20sWN7MPPLmc,female,154.5,56.3
V2eo5TFgvj4wj5oyVrzB7-vwmswZEwWz762-XuRfzls,female,174.6,69.4
489HgtmBtqFJ9c4i5YSmS5RcbGxfg0kUD5him8uUE1E,female,158.4,92.0
NU781sAsq4b4CtVf1wqf-ivPX0wwDn64WJUL1ZCkTQg,female,172.0,121.3
N1iLWrIpDkxDyjcZb-It95lRyaa962Zzwqavgsp_yGs,female,173.0,65.0
MtUohvFgj2NX2MFhcLamQ_bJz5fOGfdVJgCD1vdI53s,female,152.0,49.6
I5GFuCtUHboX3aGbon_rYuCPxc8wyUZohwvvPB24j-s,female,155.6,53.9
ndQmIqL9tdnNKKZzeQPLHaG1oLf1UBIIF3I1sHvWExY,female,146.4,49.3
TpKPp47HoA807XrETDbC9bDhKoirCmnJfVT6yE3R9Vc,female,163.2,55.1
Xu8qHbFzez_Bykc_DlvQg73scmKM7BHKkxhQy2CtNa8,female,163.0,61.2
4qlqgGEPnbkySuq_MAHB1dC_t_ltqTgeKo0e4FPSxH4,female,155.5,43.8
petaqFJr80kYQwcULgKLBZM751R31wsHcdxSrjGvw6M,female,160.2,70.1
U5odvYdNQNabJPINniKdxmribHCOH4UXSBixAe_Qe-o,female,153.5,44.4
D00-s_iSFJTuoiceXOtt6DfE-ozZOtePxcy-kZQFrNQ,female,166.0,61.7
rHuEAA6EHJt4hz3VfhWpBrqR1lsecV8IHbeZXuBSTtI,female,164.3,53.9
K9VX6X7rI2rZvdTu2gLntz3QJ8U6uNnUKcXmt5R5lYg,female,166.5,64.3
jX5uELDMPHB1r9RnA1o3R_JNVNaViHpbmIxAH3v8DnA,female,165.7,54.4
kmHT8QMfCU_tKs4IRz_HopuquzIQN4F8iJrv9uixchc,female,169.0,54.8
PsPb1_Y-xHLFmJ77Eu31HDfArlxoAzSN0v53MQA_Sik,female,164.5,82.6
3lqFXTxm9s3cltziV-MU0Ru7SIFr1crgfkpYlty3_8o,female,164.5,61.2
jw4ADW38_ehDYm6YP4yV6se4PZRG9nDgWz9ceUwyIsU,female,158.6,52.9
kXcmuWtWua9QBmggl8WinzOTK699TzhEB-Ppwb7FjV4,female,161.5,54.7
6VGAL0i8H2arwCCu7CK2I_kAVbQY7zFp2qeIRIekL7Q,female,169.5,72.1
ZMVjJy1LazGLdP6feEfT8MWqpNBvw0_G0GfNsbwqvrQ,female,154.0,88.4
sp4sZkTs3ceVv3gizbv3lD2PSQvkQjerP2VFEZ9Vi1Q,female,161.6,93.2
2aJQIOdBbvgYWOXDRTI8J1oInWp27begNBGx8LNRYGo,female,156.5,64.2
sViq7Zrbp5qpdGZk0ZgTOX6s0Cpid5L1D4uNRseSxII,female,154.0,60.4
c2CHx2YHCJjx_nf5thSriGeQUY8GJL5Qzy-f9018xIQ,female,152.0,43.4
4PHz7YSvqsSLBdU2XPf7lh9ORQC-0B-dukLIG4PxS48,female,157.5,54.7
AaEqTg39qkCJ41BcJeiby0-CYzNz0luCsYgL_JvdEoE,female,155.4,74.8
EVXFFYf95mgXGg2zze_8SymNla9zM3xx-GqGqfyFFb8,female,163.0,68.6
Yjvw2sx9u1J7SBbPbOvbiVLlAHgxoTTgLIkcRBRYkfQ,female,165.1,70.4
ZtCB_Rlk9ClRlA24anmshJc-yi3MsBm3w7IiD9hO3SI,female,156.5,61.2
n3jnfpTNc_uE4yo22sGNY67Ha74tyA4DPSJNMBEGVlQ,female,156.0,48.07
LIYKBlhyjwMidV3G3uol5s3JXNimymtR5lma4KThWks,female,170.0,63.3
4ILmdGi7cOtZv6qiQ6TnehCUU3OOI6M3K4S-c7Ir-LA,female,164.5,57.5
O-WUYdJIDRNO9f1P-24DLIndqZa-IExQTRgKGbnXvqU,female,158.2,50.4
Wyojww01j4Ki2Kcz0Ejp2wlLV-J9WXgnsLZJQI6PTTA,female,155.5,57.9
ExlRs_DoqMdlnIhGWQ9PhyD--VGy4HPJuslo4_u1F3w,female,155.0,59.6
UjdkaKfwVBHiRzjusSnW42fMvC05bsrSFp5KPnZ6tvM,female,168.0,71.7
QRGlgUXKL5x0xOqFjD71FrwBg1ewMY1fF0nPMB_7fYA,female,162.5,55.8
2FXVWCFPSgSqnTSjOif2Z8s7GaRfe0GaD9eJfktnGkU,female,161.5,88.1
_OwGY4b-GDYGS_ItNTmO1Pe7iffOPxQYXfOA_PwArrw,female,168.5,71.7
LMRhpdER4a5mtfAkWkcGi_5Lltr_Y5-yKRlYKKsRv6I,female,162.5,53.4
_zFbooQZB3_hn2xiodGKyOwLG3NDhLQoFdaVQGCFngQ,female,169.2,63.6
q1FueQkgYQ_wcgSXzw-rr9w_CFhDtWcO81iyWO-wrK8,female,158.0,56.4
S96FNXGFNwHK6maWsuqxSSV7ZuiROU8ugIViJYxc98c,female,165.2,47.6
WL-KMPCuuVLSa3mJyiNXnGTHvoygZEl4u0URI5DWULc,female,171.0,127.0
I6SMIUIACvpEJpx63AVVaj4tKdJbsw9DpyWK2r94GgQ,female,155.5,60.4
MCJTwdYUwGWP_9q1M5VWBDMCn-wpAkoXchzv1piAsmI,female,173.0,69.8
Eju1_wRfN5KKQP0Ca-VPlDx0iit-xJ3wxH7EM-Xs8NY,female,164.0,54.0
FJiz276i4gOtso-HxLnNh6aeMv-pmOYV-u_40s_tuRE,female,168.0,56.8
URsAqyO4RDQ-SlMDOJ-GlD0OVoCh256Pf_XYtIJHoU4,female,154.5,50.1
9UFHG00TNhVCbt815jL-xCLVUPEuUdDO0yHBPjYoAVk,female,168.0,75.7
gbOA_pKwN8NQJzx8oh_wTCbJ5I2qdFvMEHX13gffEQs,female,166.0,49.8
ciQGNWqXFbUG0X0oOCSQdOG_LNhPYJP1CoiUAonmYPU,female,164.0,70.1
8U4gOvl_8Vxtl_z4R0vCzHlP1yh_zQy3P5UqpXbZYTY,female,159.0,49.5
d5H9abc2bG5ZGZwxq-6RviKO0P_gHhZ7Gv5-mMc7F4s,female,162.0,56.4
ybQWJXvc-zx1kYtlTwfSChUBV95bO34weqngDFBl7zc,female,159.5,56.0
sT2J6ZYhZch-m0azKHNV9fPVY0GSLEo6mG1oYy7Dwbo,female,165.5,63.3
CdGmN49IuFUblUTnOUmDraKKgTn3eC0SpJajr6qRfVQ,female,152.4,43.9
tCOAShvXLzKE13qSmwOsQgb1JzpZczOVK0mCgCHtd6U,female,152.0,46.7
RJ8cPrCV1zY7oR0FsOf7SisLFKl8GQr6SFHuGHEm_5A,female,168.5,63.4
l2MmaBYj5jHK-6izflgKdfQJ9VfeMtM4zw5bXMjUpwY,female,175.5,52.1
EyXlLXKS0K0XLKpbVUaBdR7e1G8xVRSc63G42DqViwU,female,163.0,55.4
s73uwxdvhJuFb0X_OsdUA1BhMk5gx4RmzNw0cwy_2Fw,female,169.0,71.3
YJiHDNNjFmbhily1zzbtnGUxVk5sFHRBOjDZQvjvyl0,female,152.5,45.0
OOii9fHGTjHrKyuFhsKUyvSFSRDN4ebpt-yR6gK7Uh8,female,166.0,76.0
enh8WbWz9Ol669Z5u-vLDF820m2dn9iICA9_z6jl_lQ,female,179.0,55.0
59bc2765681516389ccf4548,female,179.0,70.0
a-IOPcy2snxGm88ScUOW_E3XEkvO91NNKnSQuXnfacU,female,155.0,58.0
GOxxOMY0zUtqmNpuxACcwgm1UTpoSUExzmfLn0DEpkA,female,159.0,52.9
YOYBXyWsvE4tz70F1ntjKROmaAlKpRaatGCpWE-cHwQ,female,173.0,53.4
GcgfIRxHFeGgadhpsTw7a5bhm_K3rxDKn8uBDytZ9p0,female,173.3,103.7
pozisiuLWWhbGu0knoxSdfwUaXBHDLyJdOqiTLAlzOM,female,166.0,120.6
cvDF05jdSdIyiAp3A7bMnxg2KZ0zwUksDXYsLW1w2NY,female,167.64,74.8
IefaN1ApNHVmqq0lHr9A-pcgxk-ZdPO6DZriRK-C1JU,female,161.3,60.7
40jyjsY-6305fXhV2zgB2kzDoJ-oAOiEJFzFgPsHaXU,female,164.0,54.0
L77kDhnDEsZqD-2UeLtToNYBTRey8gI5X_q5jXNgkt8,female,165.0,117.5
IRRl47RhJx43fBiKc_DSNTeLOQhCIkhwr-_xQPBqzyU,female,160.0,60.0
UNxDQmJU62GSnqUfq7T1Bj958mAkGW0elwAyhsoj4pk,female,171.5,81.7
hsn4SIwxi7Oq1tU7M81Nc-7QDHznAaiTln5Jz04SeD4,female,169.0,54.5
